name,wikipedia_link,image_link,sci_name
Small pratincole,https://wikipedia.org/wiki/Small_pratincole,https://en.wikipedia.org/wiki/File:Small_pratincole_(Glareola_lactea).jpg,Small pratincole (Glareola lactea)
Small tree finch,https://wikipedia.org/wiki/Small_tree_finch,https://en.wikipedia.org/wiki/File:Camarhynchus_parvulus.jpg,Camarhynchus parvulus
Small-billed elaenia,https://wikipedia.org/wiki/Small-billed_elaenia,"https://en.wikipedia.org/wiki/File:Elaenia_parvirostris_-Capao_do_Leao,_Rio_Grande_do_Sul,_Brasil-8.jpg","Elaenia parvirostris  Capao do Leao, Rio Grande do Sul, Brasil 8"
Small-billed tinamou,https://wikipedia.org/wiki/Small-billed_tinamou,https://en.wikipedia.org/wiki/File:Crypturellus_parvirostris_2.jpg,Crypturellus parvirostris 2
Small-headed elaenia,https://wikipedia.org/wiki/Small-headed_elaenia,https://en.wikipedia.org/wiki/File:Elaenia_obscura_Highland_Elaenia.JPG,Elaenia obscura Highland Elaenia.JPG
Smew,https://wikipedia.org/wiki/Smew,https://en.wikipedia.org/wiki/File:Zwergsaeger_maenchen_weibchen.jpg,Zwergsaeger maenchen weibchen
Smith's longspur,https://wikipedia.org/wiki/Smith%27s_longspur,https://en.wikipedia.org/wiki/File:Calcarius_pictus.jpg,Calcarius pictus
Smoke-colored pewee,https://wikipedia.org/wiki/Smoke-colored_pewee,"https://en.wikipedia.org/wiki/File:Contopus_fumigatus,_Smoke-colored_Pewee.jpg","Contopus fumigatus, Smoke colored Pewee"
Smoky bush tyrant,https://wikipedia.org/wiki/Smoky_bush_tyrant,https://en.wikipedia.org/wiki/File:Smoky_Bush-tyrant.jpg,Smoky Bush tyrant
Smoky robin,https://wikipedia.org/wiki/Smoky_robin,N/A,N/A
Smoky warbler,https://wikipedia.org/wiki/Smoky_warbler,https://en.wikipedia.org/wiki/File:Smoky_warbler_David_Raju.jpg,Smoky warbler David Raju
Smoky-brown woodpecker,https://wikipedia.org/wiki/Smoky-brown_woodpecker,https://en.wikipedia.org/wiki/File:Veniliornis_fumigatus_-NW_Ecuador-6.jpg,Veniliornis fumigatus  NW Ecuador 6
Smoky-fronted tody-flycatcher,https://wikipedia.org/wiki/Smoky-fronted_tody-flycatcher,"https://en.wikipedia.org/wiki/File:Poecilotriccus_fumifrons_-_Smoky-fronted_Tody-Flycatcher;_Caxias,_Maranh%C3%A3o,_Brazil.jpg","Poecilotriccus fumifrons   Smoky fronted Tody Flycatcher; Caxias, Maranhão, Brazil"
Smooth-billed ani,https://wikipedia.org/wiki/Smooth-billed_ani,https://en.wikipedia.org/wiki/File:Smooth-billed_ani_(Crotophaga_ani)_GC.JPG,Smooth billed ani (Crotophaga ani) GC.JPG
Snail kite,https://wikipedia.org/wiki/Snail_kite,https://en.wikipedia.org/wiki/File:Schneckenweih-Snail-Kite.JPG,Schneckenweih Snail Kite.JPG
Snares penguin,https://wikipedia.org/wiki/Snares_penguin,https://en.wikipedia.org/wiki/File:Snares_Penguin_(Eudyptes_robustus)_-group.jpg,Snares Penguin (Eudyptes robustus)  group
Snares snipe,https://wikipedia.org/wiki/Snares_snipe,"https://en.wikipedia.org/wiki/File:Snares_snipe,_tutukiwi_Coenocorypha_huegeli.jpg","Snares snipe, tutukiwi Coenocorypha huegeli"
Snethlage's antpitta,https://wikipedia.org/wiki/Snethlage%27s_antpitta,"https://en.wikipedia.org/wiki/File:Hylopezus_paraensis_-_Snethlage%27s_Antpitta,_Parauapebas,_Par%C3%A1,_Brazil.jpg","Hylopezus paraensis   Snethlage's Antpitta, Parauapebas, Pará, Brazil"
Snethlage's tody-tyrant,https://wikipedia.org/wiki/Snethlage%27s_tody-tyrant,https://en.wikipedia.org/wiki/File:Hemitriccus_minor_-_Snethlage%27s_tody-tyrant.JPG,Hemitriccus minor   Snethlage's tody tyrant.JPG
Snoring rail,https://wikipedia.org/wiki/Snoring_rail,https://en.wikipedia.org/wiki/File:Aramidopsis_plateni_1898.jpg,Aramidopsis plateni 1898
Snow bunting,https://wikipedia.org/wiki/Snow_bunting,https://en.wikipedia.org/wiki/File:Plectrophenax_nivalis1.jpg,Plectrophenax nivalis1
Snow goose,https://wikipedia.org/wiki/Snow_goose,https://en.wikipedia.org/wiki/File:Snow_goose_in_Central_Park_(33138).jpg,Snow goose in Central Park (33138)
Snow Mountain quail,https://wikipedia.org/wiki/Snow_Mountain_quail,https://en.wikipedia.org/wiki/File:Snow_Mountains_Quail.JPG,Snow Mountains Quail.JPG
Snow Mountains robin,https://wikipedia.org/wiki/Snow_Mountains_robin,N/A,N/A
Snow partridge,https://wikipedia.org/wiki/Snow_partridge,https://en.wikipedia.org/wiki/File:Snow_Partridge_Tungnath_Uttarakhand_India_01.12.2015.jpg,Snow Partridge Tungnath Uttarakhand India 01.12.2015
Snow petrel,https://wikipedia.org/wiki/Snow_petrel,https://en.wikipedia.org/wiki/File:P%C3%A9trel_des_neiges_-_Snow_Petrel.jpg,Pétrel des neiges   Snow Petrel
Snow pigeon,https://wikipedia.org/wiki/Snow_pigeon,https://en.wikipedia.org/wiki/File:Snow-Pigeon_Nathang_Valley_Sikkim_13.05.2014.jpg,Snow Pigeon Nathang Valley Sikkim 13.05.2014
Snowcap,https://wikipedia.org/wiki/Snowcap,https://en.wikipedia.org/wiki/File:Snowcap_(Microchera_albocoronata).jpg,Snowcap (Microchera albocoronata)
Snow-capped manakin,https://wikipedia.org/wiki/Snow-capped_manakin,https://en.wikipedia.org/wiki/File:Lepidothrix_nattereri_-_Snow-capped_Manakin_-_male.jpg,Lepidothrix nattereri   Snow capped Manakin   male
Snowy cotinga,https://wikipedia.org/wiki/Snowy_cotinga,https://en.wikipedia.org/wiki/File:Snowy_Cotinga_-_Sarapiqui_-_Costa_Rica_S4E1046_(26584977742).jpg,Snowy Cotinga   Sarapiqui   Costa Rica S4E1046 (26584977742)
Snowy egret,https://wikipedia.org/wiki/Snowy_egret,https://en.wikipedia.org/wiki/File:SnowyEgret_Gam.jpg,SnowyEgret Gam
Snowy owl,https://wikipedia.org/wiki/Snowy_owl,https://en.wikipedia.org/wiki/File:Snowy_Owl_(240866707).jpeg,Snowy Owl (240866707).jpeg
Snowy plover,https://wikipedia.org/wiki/Snowy_plover,https://en.wikipedia.org/wiki/File:Snowy_Plover_srgb.jpg,Snowy Plover srgb
Snowy sheathbill,https://wikipedia.org/wiki/Snowy_sheathbill,https://en.wikipedia.org/wiki/File:Chionis_blanc_-_Pale-faced_Sheathbill.jpg,Chionis blanc   Pale faced Sheathbill
Snowy-bellied hummingbird,https://wikipedia.org/wiki/Snowy-bellied_hummingbird,https://en.wikipedia.org/wiki/File:Snowy-bellied_hummingbird_(Amazilia_edward_niveoventer)_1.jpg,Snowy bellied hummingbird (Amazilia edward niveoventer) 1
Snowy-browed flycatcher,https://wikipedia.org/wiki/Snowy-browed_flycatcher,https://en.wikipedia.org/wiki/File:Snowy-browed_Flycatcher_0A2A2564.jpg,Snowy browed Flycatcher 0A2A2564
Snowy-cheeked laughingthrush,https://wikipedia.org/wiki/Snowy-cheeked_laughingthrush,https://en.wikipedia.org/wiki/File:Garrulax_sukatschewi_1891.jpg,Garrulax sukatschewi 1891
Snowy-crowned robin-chat,https://wikipedia.org/wiki/Snowy-crowned_robin-chat,https://en.wikipedia.org/wiki/File:Snowy-crowned_robin-chat.jpg,Snowy crowned robin chat
Snowy-crowned tern,https://wikipedia.org/wiki/Snowy-crowned_tern,"https://en.wikipedia.org/wiki/File:Sterna_trudeaui_-Bojuru,_Rio_Grande_do_Sul,_Brasil_-adult_feeding_juvenile-8.jpg","Sterna trudeaui  Bojuru, Rio Grande do Sul, Brasil  adult feeding juvenile 8"
Snowy-throated babbler,https://wikipedia.org/wiki/Snowy-throated_babbler,https://en.wikipedia.org/wiki/File:Yuhina_diademata_-_20060115.jpg,Stub icon
Snowy-throated kingbird,https://wikipedia.org/wiki/Snowy-throated_kingbird,https://en.wikipedia.org/wiki/File:TyrannusNiveigularisSmit.jpg,TyrannusNiveigularisSmit
Sociable lapwing,https://wikipedia.org/wiki/Sociable_lapwing,https://en.wikipedia.org/wiki/File:SociablePlover.jpg,SociablePlover
Sociable weaver,https://wikipedia.org/wiki/Sociable_weaver,https://en.wikipedia.org/wiki/File:Sociable_weaver_(Philetairus_socius).jpg,Sociable weaver (Philetairus socius)
Social flycatcher,https://wikipedia.org/wiki/Social_flycatcher,https://en.wikipedia.org/wiki/File:Social_flycatcher_(Myiozetetes_similis_texensis)_Peten.jpg,Social flycatcher (Myiozetetes similis texensis) Peten
Society kingfisher,https://wikipedia.org/wiki/Society_kingfisher,https://en.wikipedia.org/wiki/File:Todiramphus_veneratus_by_John_Gerrard_Keulemans.jpg,Todiramphus veneratus by John Gerrard Keulemans
Socorro dove,https://wikipedia.org/wiki/Socorro_dove,https://en.wikipedia.org/wiki/File:Zenaida_graysoni_-_Socorrotaube_-_Wildfarbig_-_Deutscher_Kanarien-_und_Vogelz%C3%BCchterbund_(DKB)_-_Vogelbund_-_Johann_Alexi.jpg,Zenaida graysoni   Socorrotaube   Wildfarbig   Deutscher Kanarien  und Vogelzüchterbund (DKB)   Vogelbund   Johann Alexi
Socorro mockingbird,https://wikipedia.org/wiki/Socorro_mockingbird,https://en.wikipedia.org/wiki/File:Mimus_graysoni_(Museum_de_Gen%C3%A8ve).jpg,Mimus graysoni (Museum de Genève)
Socorro parakeet,https://wikipedia.org/wiki/Socorro_parakeet,https://en.wikipedia.org/wiki/File:Psittacara_brevipes_2.jpg,Psittacara brevipes 2
Socorro wren,https://wikipedia.org/wiki/Socorro_wren,https://en.wikipedia.org/wiki/File:Troglodytes_sissonii_194504918.jpg,Troglodytes sissonii 194504918
Socotra bunting,https://wikipedia.org/wiki/Socotra_bunting,https://en.wikipedia.org/wiki/File:Fringillaria_socotrana.jpg,Fringillaria socotrana
Socotra buzzard,https://wikipedia.org/wiki/Socotra_buzzard,https://en.wikipedia.org/wiki/File:Buteo_socotraensis.jpg,Buteo socotraensis
Socotra cisticola,https://wikipedia.org/wiki/Socotra_cisticola,https://en.wikipedia.org/wiki/File:Cisticola_exilis.jpg,Stub icon
Socotra cormorant,https://wikipedia.org/wiki/Socotra_cormorant,https://en.wikipedia.org/wiki/File:Question_book-new.svg,
Socotra golden-winged grosbeak,https://wikipedia.org/wiki/Socotra_golden-winged_grosbeak,https://en.wikipedia.org/wiki/File:Rhynchostruthus_socotranus_2.jpg,Rhynchostruthus socotranus 2
Socotra scops owl,https://wikipedia.org/wiki/Socotra_scops_owl,https://en.wikipedia.org/wiki/File:Scops_socotranus.jpg,Scops socotranus
Socotra sparrow,https://wikipedia.org/wiki/Socotra_sparrow,https://en.wikipedia.org/wiki/File:Passer_insularis_Smit.jpg,Passer insularis Smit
Socotra starling,https://wikipedia.org/wiki/Socotra_starling,https://en.wikipedia.org/wiki/File:Socotran_Starling_(f)..jpg,Socotran Starling (f).
Socotra sunbird,https://wikipedia.org/wiki/Socotra_sunbird,https://en.wikipedia.org/wiki/File:Chalcomitra_balfouri_Proceedingsofgen81zool_0245a.jpg,Chalcomitra balfouri Proceedingsofgen81zool 0245a
Socotra warbler,https://wikipedia.org/wiki/Socotra_warbler,https://en.wikipedia.org/wiki/File:Incana_incana_and_Chalcomitra_balfouri.jpg,Incana incana and Chalcomitra balfouri
Socotra white-eye,https://wikipedia.org/wiki/Socotra_white-eye,https://en.wikipedia.org/wiki/File:Zosterops_poliogastrus_kikuyuensis.jpg,Stub icon
Soft-plumaged petrel,https://wikipedia.org/wiki/Soft-plumaged_petrel,https://en.wikipedia.org/wiki/File:Pterodroma_mollis_light_morph_-_SE_Tasmania_2019.jpg,Pterodroma mollis light morph   SE Tasmania 2019
Sokoke pipit,https://wikipedia.org/wiki/Sokoke_pipit,https://en.wikipedia.org/wiki/File:Flickr_-_Rainbirder_-_Sokoke_Pipit_(Anthus_sokokensis)_with_a_snail.jpg,Flickr   Rainbirder   Sokoke Pipit (Anthus sokokensis) with a snail
Sokoke scops owl,https://wikipedia.org/wiki/Sokoke_scops_owl,https://en.wikipedia.org/wiki/File:Flickr_-_Rainbirder_-_Sokoke_Scops_Owl_(Otus_ireneae).jpg,Flickr   Rainbirder   Sokoke Scops Owl (Otus ireneae)
Solitary cacique,https://wikipedia.org/wiki/Solitary_cacique,https://en.wikipedia.org/wiki/File:Solitary_Cacique_-_Pantanal_-_Brazil_H8O0547_(23889343835).jpg,Solitary Cacique   Pantanal   Brazil H8O0547 (23889343835)
Solitary eagle,https://wikipedia.org/wiki/Solitary_eagle,https://en.wikipedia.org/wiki/File:Solitary_Eagle.jpg,Solitary Eagle
Solitary sandpiper,https://wikipedia.org/wiki/Solitary_sandpiper,https://en.wikipedia.org/wiki/File:Solitarysandpiper.jpg,Solitarysandpiper
Solitary snipe,https://wikipedia.org/wiki/Solitary_snipe,https://en.wikipedia.org/wiki/File:Solitary_Snipe_Paro_River_Bhutan.jpg,Solitary Snipe Paro River Bhutan
Solitary tinamou,https://wikipedia.org/wiki/Solitary_tinamou,"https://en.wikipedia.org/wiki/File:Tinamus_solitarius_-Intervales_State_Park,_Sao_Paulo,_Brazil-8.jpg","Tinamus solitarius  Intervales State Park, Sao Paulo, Brazil 8"
Solomons boobook,https://wikipedia.org/wiki/Solomons_boobook,https://en.wikipedia.org/wiki/File:DAB_list_gray.svg,Disambiguation icon
Solomons cockatoo,https://wikipedia.org/wiki/Solomons_cockatoo,https://en.wikipedia.org/wiki/File:Salomonenkakadu.jpg,Salomonenkakadu
Solomons cuckooshrike,https://wikipedia.org/wiki/Solomons_cuckooshrike,https://en.wikipedia.org/wiki/File:Blackfacedcuckooshrike.jpg,Stub icon
Solomons frogmouth,https://wikipedia.org/wiki/Solomons_frogmouth,N/A,N/A
Solomons monarch,https://wikipedia.org/wiki/Solomons_monarch,https://en.wikipedia.org/wiki/File:Piezorhynchus_brodiei_-_The_Birds_of_New_Guinea_(cropped).jpg,Piezorhynchus brodiei   The Birds of New Guinea (cropped)
Solomons nightjar,https://wikipedia.org/wiki/Solomons_nightjar,https://en.wikipedia.org/wiki/File:Solomons_nightjar_Peter_Rabenstein_2019.jpg,Solomons nightjar Peter Rabenstein 2019
Solomons robin,https://wikipedia.org/wiki/Solomons_robin,N/A,N/A
Solomons white-eye,https://wikipedia.org/wiki/Solomons_white-eye,https://en.wikipedia.org/wiki/File:Zosterops_kulambangrae.jpg,Zosterops kulambangrae
Somali bee-eater,https://wikipedia.org/wiki/Somali_bee-eater,"https://en.wikipedia.org/wiki/File:Somali_Bee-eater,_Merops_revoilii.jpg","Somali Bee eater, Merops revoilii"
Somali bulbul,https://wikipedia.org/wiki/Somali_bulbul,https://en.wikipedia.org/wiki/File:Brown-eared_Bulbul_1.jpg,Stub icon
Somali bunting,https://wikipedia.org/wiki/Somali_bunting,"https://en.wikipedia.org/wiki/File:Bunting,_Somali_Golden-breasted.jpg","Bunting, Somali Golden breasted"
Somali courser,https://wikipedia.org/wiki/Somali_courser,https://en.wikipedia.org/wiki/File:Cursorius_somalensis_Buffalo_Springs_NP_Kenya.jpg,Cursorius somalensis Buffalo Springs NP Kenya
Somali crombec,https://wikipedia.org/wiki/Somali_crombec,N/A,N/A
Somali crow,https://wikipedia.org/wiki/Somali_crow,https://en.wikipedia.org/wiki/File:Question_book-new.svg,
Somali fiscal,https://wikipedia.org/wiki/Somali_fiscal,https://en.wikipedia.org/wiki/File:Somali_Fiscal_specimen_RWD.jpg,Somali Fiscal specimen RWD
Somali golden-winged grosbeak,https://wikipedia.org/wiki/Somali_golden-winged_grosbeak,https://en.wikipedia.org/wiki/File:RhynchostruthusLouisaeKeulemans.jpg,RhynchostruthusLouisaeKeulemans
Somali lark,https://wikipedia.org/wiki/Somali_lark,https://en.wikipedia.org/wiki/File:CerthilaudaSomalicaGoodchild.jpg,CerthilaudaSomalicaGoodchild
Somali ostrich,https://wikipedia.org/wiki/Somali_ostrich,https://en.wikipedia.org/wiki/File:Somali_ostrich.jpg,Somali ostrich
Somali pigeon,https://wikipedia.org/wiki/Somali_pigeon,https://en.wikipedia.org/wiki/File:1_Somaliland_Shilling_Coins_Reverse_1994.jpg,1 Somaliland Shilling Coins Reverse 1994
Somali short-toed lark,https://wikipedia.org/wiki/Somali_short-toed_lark,https://en.wikipedia.org/wiki/File:Alaudula_somalica.jpg,Alaudula somalica
Somali sparrow,https://wikipedia.org/wiki/Somali_sparrow,https://en.wikipedia.org/wiki/File:SomaliSparrow.svg,SomaliSparrow.svg
Somali starling,https://wikipedia.org/wiki/Somali_starling,https://en.wikipedia.org/wiki/File:Onychognathus_blythii_Gronvold.jpg,Onychognathus blythii Gronvold
Somali thrush,https://wikipedia.org/wiki/Somali_thrush,https://en.wikipedia.org/wiki/File:MerulaLudoviciaeKeulemans.jpg,MerulaLudoviciaeKeulemans
Somali wheatear,https://wikipedia.org/wiki/Somali_wheatear,https://en.wikipedia.org/wiki/File:SaxicolaPhillipsiKeulemans.jpg,SaxicolaPhillipsiKeulemans
Sombre greenbul,https://wikipedia.org/wiki/Sombre_greenbul,"https://en.wikipedia.org/wiki/File:Sombre_greenbul,_Andropadus_importunus.jpg","Sombre greenbul, Andropadus importunus"
Sombre hummingbird,https://wikipedia.org/wiki/Sombre_hummingbird,"https://en.wikipedia.org/wiki/File:Sombre_Hummingbird,_Serra_dos_Tucanos,_Brazil_(14358956323).jpg","Sombre Hummingbird, Serra dos Tucanos, Brazil (14358956323)"
Sombre kingfisher,https://wikipedia.org/wiki/Sombre_kingfisher,https://en.wikipedia.org/wiki/File:Todiramphus_funebris_by_John_Gerrard_Keulemans.jpg,Todiramphus funebris by John Gerrard Keulemans
Sombre nightjar,https://wikipedia.org/wiki/Sombre_nightjar,https://en.wikipedia.org/wiki/File:Sombre_Nightjar_JM.jpg,Sombre Nightjar JM
Sombre pigeon,https://wikipedia.org/wiki/Sombre_pigeon,https://en.wikipedia.org/wiki/File:Cryptophaps_poecilorrhoa.JPG,Cryptophaps poecilorrhoa.JPG
Sombre rock chat,https://wikipedia.org/wiki/Sombre_rock_chat,https://en.wikipedia.org/wiki/File:Indian_Robin_(F)_I-Haryana_IMG_8045.jpg,Stub icon
Sombre tit,https://wikipedia.org/wiki/Sombre_tit,"https://en.wikipedia.org/wiki/File:Poecile_lugubris,_Bulgaria_1.jpg","Poecile lugubris, Bulgaria 1"
Song parrot,https://wikipedia.org/wiki/Song_parrot,https://en.wikipedia.org/wiki/File:Parrot_(PSF).png,Stub icon
Song sparrow,https://wikipedia.org/wiki/Song_sparrow,https://en.wikipedia.org/wiki/File:Song_sparrow_in_Prospect_Park_(93031).jpg,Song sparrow in Prospect Park (93031)
Song thrush,https://wikipedia.org/wiki/Song_thrush,https://en.wikipedia.org/wiki/File:2018.03.20.-02-Mannheim-Vogelstang--Singdrossel.jpg,2018.03.20. 02 Mannheim Vogelstang  Singdrossel
Song wren,https://wikipedia.org/wiki/Song_wren,https://en.wikipedia.org/wiki/File:Song_Wren_-_iNaturalist_Panam%C3%A1_3.jpg,Song Wren   iNaturalist Panamá 3
Sooretama slaty antshrike,https://wikipedia.org/wiki/Sooretama_slaty_antshrike,https://en.wikipedia.org/wiki/File:Thamnophilus_ambiguus_-_Sooretama_slaty_antbird_(male).jpg,Thamnophilus ambiguus   Sooretama slaty antbird (male)
Sooty albatross,https://wikipedia.org/wiki/Sooty_albatross,https://en.wikipedia.org/wiki/File:Sooty_Albatross_CW.jpg,Sooty Albatross CW
Sooty ant tanager,https://wikipedia.org/wiki/Sooty_ant_tanager,https://en.wikipedia.org/wiki/File:PhoenicothraupisGutturalisSmit.jpg,PhoenicothraupisGutturalisSmit
Sooty antbird,https://wikipedia.org/wiki/Sooty_antbird,https://en.wikipedia.org/wiki/File:Hafferia_fortis_-_Sooty_Antbird_-_male_(cropped).jpg,Hafferia fortis   Sooty Antbird   male (cropped)
Sooty babbler,https://wikipedia.org/wiki/Sooty_babbler,https://en.wikipedia.org/wiki/File:Yuhina_diademata_-_20060115.jpg,Stub icon
Sooty barbet,https://wikipedia.org/wiki/Sooty_barbet,https://en.wikipedia.org/wiki/File:Brown_Barbet_(Calorhamphus_fuliginosus_hayii).jpg,Brown Barbet (Calorhamphus fuliginosus hayii)
Sooty barbthroat,https://wikipedia.org/wiki/Sooty_barbthroat,https://en.wikipedia.org/wiki/File:Histoirenaturell11874muls_0071.jpg,Histoirenaturell11874muls 0071
Sooty bushtit,https://wikipedia.org/wiki/Sooty_bushtit,https://en.wikipedia.org/wiki/File:Aegithalos_fuliginosus.jpg,Aegithalos fuliginosus
Sooty chat,https://wikipedia.org/wiki/Sooty_chat,https://en.wikipedia.org/wiki/File:Sooty_chat_(Myrmecocichla_nigra)_male.jpg,Sooty chat (Myrmecocichla nigra) male
Sooty falcon,https://wikipedia.org/wiki/Sooty_falcon,"https://en.wikipedia.org/wiki/File:Sooty_Falcon,_All%C3%A9e_des_Baobabs_near_Morondava,_Madagascar.jpg","Sooty Falcon, Allée des Baobabs near Morondava, Madagascar"
Sooty flycatcher,https://wikipedia.org/wiki/Sooty_flycatcher,https://en.wikipedia.org/wiki/File:Muscicapa_infuscata_Keulemans.jpg,Muscicapa infuscata Keulemans
Sooty fox sparrow,https://wikipedia.org/wiki/Sooty_fox_sparrow,https://en.wikipedia.org/wiki/File:Passerella_iliaca_30878.JPG,Passerella iliaca 30878.JPG
Sooty grassquit,https://wikipedia.org/wiki/Sooty_grassquit,"https://en.wikipedia.org/wiki/File:Tiaris_fuliginosus_-Piraju,_Sao_Paulo,_Brazil-8.jpg","Tiaris fuliginosus  Piraju, Sao Paulo, Brazil 8"
Sooty grouse,https://wikipedia.org/wiki/Sooty_grouse,https://en.wikipedia.org/wiki/File:Dendragapus_fuliginosus_5058.JPG,Dendragapus fuliginosus 5058.JPG
Sooty gull,https://wikipedia.org/wiki/Sooty_gull,https://en.wikipedia.org/wiki/File:Ichthyaetus_hemprichii_Oman.jpg,Ichthyaetus hemprichii Oman
Sooty honeyeater,https://wikipedia.org/wiki/Sooty_honeyeater,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.148274_1_-_Melidectes_fuscus_fuscus_(De_Vis,_1897)_-_Meliphagidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.148274 1   Melidectes fuscus fuscus (De Vis, 1897)   Meliphagidae   bird skin specimen.jpeg"
Sooty myzomela,https://wikipedia.org/wiki/Sooty_myzomela,https://en.wikipedia.org/wiki/File:Easternspinebill.jpg,Stub icon
Sooty oystercatcher,https://wikipedia.org/wiki/Sooty_oystercatcher,https://en.wikipedia.org/wiki/File:Haematopus_fuliginosus_-_Doughboy_Head.jpg,Haematopus fuliginosus   Doughboy Head
Sooty shearwater,https://wikipedia.org/wiki/Sooty_shearwater,https://en.wikipedia.org/wiki/File:Puffinus_griseus_in_flight_-_SE_Tasmania.jpg,Puffinus griseus in flight   SE Tasmania
Sooty shrikethrush,https://wikipedia.org/wiki/Sooty_shrikethrush,https://en.wikipedia.org/wiki/File:Paradisaea_raggiana.png,Stub icon
Sooty swift,https://wikipedia.org/wiki/Sooty_swift,https://en.wikipedia.org/wiki/File:Sooty_Swift_at_nest_-_Intervales_NP_-_Brazil_S4E0547_(12812168335).jpg,Sooty Swift at nest   Intervales NP   Brazil S4E0547 (12812168335)
Sooty tern,https://wikipedia.org/wiki/Sooty_tern,https://en.wikipedia.org/wiki/File:Sterna_fuscata.JPG,Sterna fuscata.JPG
Sooty thicket fantail,https://wikipedia.org/wiki/Sooty_thicket_fantail,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.135432_1_-_Rhipidura_threnothorax_threnothorax_Muller,_1843_-_Monarchidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.135432 1   Rhipidura threnothorax threnothorax Muller, 1843   Monarchidae   bird skin specimen.jpeg"
Sooty thrush,https://wikipedia.org/wiki/Sooty_thrush,https://en.wikipedia.org/wiki/File:Sooty_Robin.jpg,Sooty Robin
Sooty tyrannulet,https://wikipedia.org/wiki/Sooty_tyrannulet,https://en.wikipedia.org/wiki/File:Sooty_Tyrannulet_(Serpophaga_nigricans)-8.jpg,Sooty Tyrannulet (Serpophaga nigricans) 8
Sooty woodpecker,https://wikipedia.org/wiki/Sooty_woodpecker,https://en.wikipedia.org/wiki/File:DAB_list_gray.svg,Disambiguation icon
Sooty-capped babbler,https://wikipedia.org/wiki/Sooty-capped_babbler,https://en.wikipedia.org/wiki/File:Sooty-capped_Babbler_(14182481112).jpg,Sooty capped Babbler (14182481112)
Sooty-capped bush tanager,https://wikipedia.org/wiki/Sooty-capped_bush_tanager,https://en.wikipedia.org/wiki/File:Sooty-capped_Bush-tanager.jpg,Sooty capped Bush tanager
Sooty-capped hermit,https://wikipedia.org/wiki/Sooty-capped_hermit,https://en.wikipedia.org/wiki/File:MonographTrochi1Goul_0256.jpg,MonographTrochi1Goul 0256
Sooty-capped puffbird,https://wikipedia.org/wiki/Sooty-capped_puffbird,https://en.wikipedia.org/wiki/File:Bucco_noanamae_map.svg,Bucco noanamae map.svg
Sooty-crowned flycatcher,https://wikipedia.org/wiki/Sooty-crowned_flycatcher,https://en.wikipedia.org/wiki/File:Sooty-crowned_Flycatcher_(Myiarchus_phaeocephalus)_(20027044745).jpg,Sooty crowned Flycatcher (Myiarchus phaeocephalus) (20027044745)
Sooty-faced finch,https://wikipedia.org/wiki/Sooty-faced_finch,https://en.wikipedia.org/wiki/File:Arremon_crassirostris_-_Sooty-faced_Finch_-_singing.jpg,Arremon crassirostris   Sooty faced Finch   singing
Sooty-fronted spinetail,https://wikipedia.org/wiki/Sooty-fronted_spinetail,"https://en.wikipedia.org/wiki/File:Synallaxis_frontalis_-Piraju,_Sao_Paulo,_Brazil-8.jpg","Synallaxis frontalis  Piraju, Sao Paulo, Brazil 8"
Sooty-headed bulbul,https://wikipedia.org/wiki/Sooty-headed_bulbul,https://en.wikipedia.org/wiki/File:Pycnonotus_aurigaster_pair.JPG,Pycnonotus aurigaster pair.JPG
Sooty-headed tyrannulet,https://wikipedia.org/wiki/Sooty-headed_tyrannulet,https://en.wikipedia.org/wiki/File:Sooty-headedTyrannulet.jpg,Sooty headedTyrannulet
Sooty-headed wren,https://wikipedia.org/wiki/Sooty-headed_wren,https://en.wikipedia.org/wiki/File:Sooty-headed_Wren.jpg,Sooty headed Wren
Sora,https://wikipedia.org/wiki/Sora_(bird),https://en.wikipedia.org/wiki/File:Sora_(Porzana_carolina).jpg,Sora (Porzana carolina)
Souimanga sunbird,https://wikipedia.org/wiki/Souimanga_sunbird,https://en.wikipedia.org/wiki/File:Souimanga_sunbird_(Cinnyris_sovimanga_apolis)_male.jpg,Souimanga sunbird (Cinnyris sovimanga apolis) male
South African cliff swallow,https://wikipedia.org/wiki/South_African_cliff_swallow,"https://en.wikipedia.org/wiki/File:South_African_cliff_swallow,_Petrochelidon_spilodera,_at_Suikerbosrand_Nature_Reserve,_Gauteng,_South_Africa_(22747098474).jpg","South African cliff swallow, Petrochelidon spilodera, at Suikerbosrand Nature Reserve, Gauteng, South Africa (22747098474)"
South African shelduck,https://wikipedia.org/wiki/South_African_shelduck,https://en.wikipedia.org/wiki/File:Tadorna_cana_-_01.jpg,Tadorna cana   01
South American painted-snipe,https://wikipedia.org/wiki/South_American_painted-snipe,https://en.wikipedia.org/wiki/File:Nycticryphes.jpg,Nycticryphes
South American snipe,https://wikipedia.org/wiki/South_American_snipe,https://en.wikipedia.org/wiki/File:Gallinago_paraguaiae.jpg,Gallinago paraguaiae
South American tern,https://wikipedia.org/wiki/South_American_tern,https://en.wikipedia.org/wiki/File:SternaHirundinacea.jpg,SternaHirundinacea
